Debit/Credit,Date,Description,Table Heading, Amount , Outstanding Balance ,,,In QB?,Date,Account
DEBIT,8/2/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240731 CO ENTRY DESCR:MTOT DISC SEC:CCD    TRACE#:091000018256497 EED:240802   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2148256497TC,ACH_DEBIT,"-6,492.21","268,768.42",,0,,,
CREDIT,8/2/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240801 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000017541709 EED:240802   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2147541709TC,ACH_CREDIT,"1,067.50","269,835.92",,0,,,
DEBIT,8/5/2024,EIG*CONSTANTCONTACT.CO 855-2295506 MA        08/02,DEBIT_CARD,-157.87,"269,678.05",,0,,,
CREDIT,8/5/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240804 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000015200886 EED:240805   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2185200886TC,ACH_CREDIT,870,"270,548.05",,0,,,
CREDIT,8/5/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240802 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000018077360 EED:240805   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2158077360TC,ACH_CREDIT,"1,380.00","271,928.05",,0,,,
DEBIT,8/6/2024,SQSP* INV143993354 HTTPSSQUARESP NY          08/06,DEBIT_CARD,-20,"271,908.05",,0,,,
CREDIT,8/6/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240805 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000015795941 EED:240806   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2185795941TC,ACH_CREDIT,150,"272,058.05",,0,,,
CREDIT,8/6/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240805 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000015795940 EED:240806   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2185795940TC,ACH_CREDIT,500,"272,558.05",,0,,,
CREDIT,8/7/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240806 CO ENTRY DESCR:BTOT DEP  SEC:CCD    TRACE#:091000011013678 EED:240807   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2191013678TC,ACH_CREDIT,"2,630.00","275,188.05",,0,,,
CREDIT,8/8/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240807 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000013457188 EED:240808   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2203457188TC,ACH_CREDIT,"6,590.00","281,778.05",,0,,,
CREDIT,8/9/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240808 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000014489825 EED:240809   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2214489825TC,ACH_CREDIT,"4,260.00","286,038.05",,0,,,
DEBIT,8/12/2024,INTUIT *QBooks Onlin CL.INTUIT.COM CA        08/10,DEBIT_CARD,-255.86,"285,782.19",,0,,,
CREDIT,8/12/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240811 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000010006676 EED:240812   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2250006676TC,ACH_CREDIT,165,"285,947.19",,0,,,
CREDIT,8/12/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240811 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000010006675 EED:240812   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2250006675TC,ACH_CREDIT,"1,140.00","287,087.19",,0,,,
CREDIT,8/12/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240809 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000011072981 EED:240812   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2221072981TC,ACH_CREDIT,"1,222.50","288,309.69",,0,,,
CREDIT,8/12/2024,Credit Return: Online Payment 20695568518 To KLS Worldwide Chauffeured Services,MISC_CREDIT,"3,201.76","291,511.45",,0,,,
CREDIT,8/12/2024,Online Transfer from CHK ...7851 transaction#: 21704646952,ACCT_XFER,"8,008.33","299,519.78",,0,,,
CREDIT,8/14/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240813 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000018622747 EED:240814   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2268622747TC,ACH_CREDIT,245,"299,764.78",,0,,,
CREDIT,8/15/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240814 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000017780398 EED:240815   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2277780398TC,ACH_CREDIT,585,"300,349.78",,0,,,
DEBIT,8/16/2024,Online ACH Payment 11141890888 To MicheleCobb (_######6800),ACH_PAYMENT,"-45,808.32","254,541.46",,0,,,
DEBIT,8/16/2024,ZOOM.US 888-799-9666 WWW.ZOOM.US CA          08/15,DEBIT_CARD,-16.37,"254,525.09",,0,,,
DEBIT,8/16/2024,FEDEX466182874 800-4633339 TN                08/15,DEBIT_CARD,-28.3,"254,496.79",,0,,,
CREDIT,8/16/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240815 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000016646242 EED:240816   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2286646242TC,ACH_CREDIT,"3,150.00","257,646.79",,0,,,
DEBIT,8/19/2024,GOOGLE *Google One 855-836-3987 CA           08/17,DEBIT_CARD,-10.88,"257,635.91",,0,,,
CREDIT,8/19/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240818 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000014934330 EED:240819   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2324934330TC,ACH_CREDIT,302.5,"257,938.41",,0,,,
CREDIT,8/19/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240816 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000011234975 EED:240819   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2291234975TC,ACH_CREDIT,"1,185.00","259,123.41",,0,,,
CREDIT,8/19/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240818 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000014934331 EED:240819   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2324934331TC,ACH_CREDIT,"1,432.50","260,555.91",,0,,,
CREDIT,8/20/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240819 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000012787927 EED:240820   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2322787927TC,ACH_CREDIT,500,"261,055.91",,0,,,
DEBIT,8/21/2024,REATTENDANCE LTD BANBURY                     08/20,DEBIT_CARD,-109,"260,946.91",,0,,,
CREDIT,8/21/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240820 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000015175436 EED:240821   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2335175436TC,ACH_CREDIT,"1,037.50","261,984.41",,0,,,
CREDIT,8/22/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240821 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000018952549 EED:240822   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2348952549TC,ACH_CREDIT,"1,180.00","263,164.41",,0,,,
CREDIT,8/23/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240822 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000019877204 EED:240823   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2359877204TC,ACH_CREDIT,852.5,"264,016.91",,0,,,
CREDIT,8/26/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240825 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000010958575 EED:240826   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2390958575TC,ACH_CREDIT,192.5,"264,209.41",,0,,,
CREDIT,8/26/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240825 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000010958576 EED:240826   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2390958576TC,ACH_CREDIT,815,"265,024.41",,0,,,
CREDIT,8/26/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240823 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000015253078 EED:240826   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2365253078TC,ACH_CREDIT,"1,485.00","266,509.41",,0,,,
CREDIT,8/27/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240826 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000014041910 EED:240827   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2394041910TC,ACH_CREDIT,410,"266,919.41",,0,,,
CREDIT,8/28/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240827 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000019477498 EED:240828   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2409477498TC,ACH_CREDIT,912.5,"267,831.91",,0,,,
DEBIT,8/29/2024,Online Transfer to CHK ...7365 transaction#: 21877360532 08/29,ACCT_XFER,"-13,600.00","254,231.91",,0,,,
DEBIT,8/29/2024,Online Transfer to CHK ...7365 transaction#: 21877317629 08/29,ACCT_XFER,"-13,600.00","240,631.91",,0,,,
CREDIT,8/29/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240828 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000019841743 EED:240829   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2419841743TC,ACH_CREDIT,800,"241,431.91",,0,,,
DEBIT,8/30/2024,NV EVENTS BY NUVISIONS 866-8596800 NJ        08/29,DEBIT_CARD,-985.63,"240,446.28",,0,,,
CREDIT,8/30/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240829 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000012717248 EED:240830   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2422717248TC,ACH_CREDIT,"1,117.50","241,563.78",,0,,,
DEBIT,9/3/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240831 CO ENTRY DESCR:MTOT DISC SEC:CCD    TRACE#:091000011479876 EED:240903   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2471479876TC,ACH_DEBIT,"-1,755.75","239,808.03",,0,,,
DEBIT,9/3/2024,EIG*CONSTANTCONTACT.CO 855-2295506 MA        09/02,DEBIT_CARD,-170.94,"239,637.09",,0,,,
DEBIT,9/3/2024,GOOGLE *GSUITE_audio cc@google.com CA        09/01,DEBIT_CARD,-78.39,"239,558.70",,0,,,
DEBIT,9/3/2024,LINODE . AKAMAI 609-380-7100 MA              09/01,DEBIT_CARD,-34,"239,524.70",,0,,,
CREDIT,9/3/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240902 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000019368301 EED:240903   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2479368301TC,ACH_CREDIT,80,"239,604.70",,0,,,
CREDIT,9/3/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240831 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000019368303 EED:240903   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2479368303TC,ACH_CREDIT,260,"239,864.70",,0,,,
CREDIT,9/3/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240830 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000010925335 EED:240903   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2430925335TC,ACH_CREDIT,"1,247.50","241,112.20",,0,,,
CREDIT,9/3/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240902 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000019368300 EED:240903   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2479368300TC,ACH_CREDIT,"1,295.00","242,407.20",,0,,,
DEBIT,9/4/2024,CONFERENCEBADGE.COM QUEBEC CITY QC           09/03,DEBIT_CARD,-336,"242,071.20",,0,,,
DEBIT,9/4/2024,CRISTAUX INTERNATIONA 312-778-8800 IL        09/03,DEBIT_CARD,"-5,878.80","236,192.40",,0,,,
DEBIT,9/4/2024,AMAZON MKTPL*ZT0RZ6Z Amzn.com/bill WA        09/04,DEBIT_CARD,-36.45,"236,155.95",,0,,,
CREDIT,9/4/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240903 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000012141989 EED:240904   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2472141989TC,ACH_CREDIT,555,"236,710.95",,0,,,
DEBIT,9/5/2024,WEB*NETWORKSOLUTIONS 888-6429675 FL          09/04,DEBIT_CARD,-80.15,"236,630.80",,0,,,
CREDIT,9/5/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240904 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000013588159 EED:240905   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2483588159TC,ACH_CREDIT,"1,977.50","238,608.30",,0,,,
CREDIT,9/6/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240905 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000015046926 EED:240906   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2495046926TC,ACH_CREDIT,"1,382.50","239,990.80",,0,,,
DEBIT,9/9/2024,Online ACH Payment 11144309586 To MicheleCobb (_######6800),ACH_PAYMENT,"-70,000.00","169,990.80",,0,,,
DEBIT,9/9/2024,FEDEX OFFICE 800000836 800-4633339 TX        09/05,DEBIT_CARD,-146.53,"169,844.27",,0,,,
CREDIT,9/9/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240908 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000018650674 EED:240909   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2538650674TC,ACH_CREDIT,110,"169,954.27",,0,,,
CREDIT,9/9/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240908 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000018650673 EED:240909   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2538650673TC,ACH_CREDIT,192.5,"170,146.77",,0,,,
CREDIT,9/9/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240906 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000019008536 EED:240909   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2509008536TC,ACH_CREDIT,"1,670.00","171,816.77",,0,,,
DEBIT,9/10/2024,INTUIT *QBooks Onlin CL.INTUIT.COM CA        09/10,DEBIT_CARD,-255.86,"171,560.91",,0,,,
DEBIT,9/10/2024,THE NEW YORKER HOTEL NEW YORK NY             09/09,DEBIT_CARD,"-9,000.00","162,560.91",,0,,,
CREDIT,9/10/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240909 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000014938402 EED:240910   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2534938402TC,ACH_CREDIT,532.5,"163,093.41",,0,,,
DEBIT,9/11/2024,ORIG CO NAME:RAYDIUS CORPORAT       ORIG ID:9215986202 DESC DATE:240911 CO ENTRY DESCR:SALE      SEC:CCD    TRACE#:021000022922337 EED:240911   IND ID:                             IND NAME:JOANNA LASKAS TRN: 2542922337TC,ACH_DEBIT,"-6,060.00","157,033.41",,0,,,
DEBIT,9/11/2024,CONFERENCEBADGE.COM QUEBEC CITY QC           09/11,DEBIT_CARD,-2.9,"157,030.51",,0,,,
DEBIT,9/11/2024,FEDEX468372225 800-4633339 TN                09/10,DEBIT_CARD,-105.69,"156,924.82",,0,,,
CREDIT,9/11/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240910 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000012378265 EED:240911   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2542378265TC,ACH_CREDIT,300,"157,224.82",,0,,,
DEBIT,9/12/2024,FEDEX OFFICE 800000836 800-4633339 TX        09/09,DEBIT_CARD,-3.44,"157,221.38",,0,,,
DEBIT,9/12/2024,FEDEX OFFICE 800000836 800-4633339 TX        09/09,DEBIT_CARD,-23.1,"157,198.28",,0,,,
DEBIT,9/12/2024,FEDEX OFFICE 800000836 800-4633339 TX        09/09,DEBIT_CARD,-2.79,"157,195.49",,0,,,
CREDIT,9/12/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240911 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000017260106 EED:240912   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2557260106TC,ACH_CREDIT,"1,215.00","158,410.49",,0,,,
CREDIT,9/13/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240912 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000011772011 EED:240913   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2561772011TC,ACH_CREDIT,330,"158,740.49",,0,,,
DEBIT,9/16/2024,ZOOM.US 888-799-9666 WWW.ZOOM.US CA          09/15,DEBIT_CARD,-16.37,"158,724.12",,0,,,
CREDIT,9/16/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240915 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000019534781 EED:240916   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2609534781TC,ACH_CREDIT,165,"158,889.12",,0,,,
CREDIT,9/16/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240915 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000019534782 EED:240916   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2609534782TC,ACH_CREDIT,190,"159,079.12",,0,,,
CREDIT,9/16/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240913 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000016242433 EED:240916   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2576242433TC,ACH_CREDIT,220,"159,299.12",,0,,,
DEBIT,9/17/2024,GOOGLE *Google One 855-836-3987 CA           09/17,DEBIT_CARD,-10.88,"159,288.24",,0,,,
CREDIT,9/17/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240916 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000019924984 EED:240917   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2609924984TC,ACH_CREDIT,292.5,"159,580.74",,0,,,
CREDIT,9/18/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240917 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000010727055 EED:240918   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2610727055TC,ACH_CREDIT,550,"160,130.74",,0,,,
CREDIT,9/19/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240918 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000013427013 EED:240919   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2623427013TC,ACH_CREDIT,330,"160,460.74",,0,,,
CREDIT,9/20/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240919 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000014899583 EED:240920   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2634899583TC,ACH_CREDIT,"2,332.50","162,793.24",,0,,,
CREDIT,9/20/2024,ORIG CO NAME:APPLE INC.             ORIG ID:8942404110 DESC DATE:       CO ENTRY DESCR:1270759334SEC:CTX    TRACE#:111000028987678 EED:240920   IND ID:20267551070056               IND NAME:0014THE AUDIO PUBLIS TRN: 2648987678TC,ACH_CREDIT,"25,300.00","188,093.24",,0,,,
DEBIT,9/23/2024,REATTENDANCE LTD BANBURY                     09/20,DEBIT_CARD,-109,"187,984.24",,0,,,
CREDIT,9/23/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240922 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000011785620 EED:240923   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2671785620TC,ACH_CREDIT,260,"188,244.24",,0,,,
CREDIT,9/23/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240922 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000011785621 EED:240923   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2671785621TC,ACH_CREDIT,"1,192.50","189,436.74",,0,,,
CREDIT,9/24/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240923 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000017599291 EED:240924   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2677599291TC,ACH_CREDIT,260,"189,696.74",,0,,,
CREDIT,9/25/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240924 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000011467304 EED:240925   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2681467304TC,ACH_CREDIT,"2,377.50","192,074.24",,0,,,
DEBIT,9/26/2024,SQSP* INV151262105 HTTPSSQUARESP NY          09/26,DEBIT_CARD,-276,"191,798.24",,0,,,
CREDIT,9/26/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240925 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000012194530 EED:240926   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2692194530TC,ACH_CREDIT,505,"192,303.24",,0,,,
DEBIT,9/27/2024,Online Transfer to CHK ...7365 transaction#: 22185579008 09/27,ACCT_XFER,"-13,600.00","178,703.24",,0,,,
DEBIT,9/27/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240926 CO ENTRY DESCR:BTOT ADJ  SEC:CCD    TRACE#:091000010207859 EED:240927   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2700207859TC,ACH_DEBIT,-165,"178,538.24",,0,,,
CREDIT,9/27/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240926 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000019511155 EED:240927   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2709511155TC,ACH_CREDIT,"1,535.00","180,073.24",,0,,,
DEBIT,9/30/2024,Online Transfer to CHK ...7365 transaction#: 22217539295 09/30,ACCT_XFER,"-5,791.67","174,281.57",,0,,,
CREDIT,9/30/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240929 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000017217236 EED:240930   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2747217236TC,ACH_CREDIT,380,"174,661.57",,0,,,
CREDIT,9/30/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240929 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000017217237 EED:240930   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2747217237TC,ACH_CREDIT,760,"175,421.57",,0,,,
CREDIT,9/30/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240927 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000017081848 EED:240930   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2717081848TC,ACH_CREDIT,917.5,"176,339.07",,0,,,
DEBIT,10/1/2024,GOOGLE *GSUITE_audio cc@google.com CA        10/01,DEBIT_CARD,-78.39,"176,260.68",,0,,,
DEBIT,10/1/2024,LINODE . AKAMAI 609-380-7100 MA              10/01,DEBIT_CARD,-34,"176,226.68",,0,,,
CREDIT,10/1/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240930 CO ENTRY DESCR:MTOT DEP  SEC:CCD    TRACE#:091000015009601 EED:241001   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2745009601TC,ACH_CREDIT,462.5,"176,689.18",,0,,,
DEBIT,10/2/2024,ORIG CO NAME:BANKCARD-8566          ORIG ID:1592126793 DESC DATE:240930 CO ENTRY DESCR:MTOT DISC SEC:CCD    TRACE#:091000012867904 EED:241002   IND ID:518089424394518              IND NAME:AUDIO PUBLISHERS ASSOC TRN: 2752867904TC,ACH_DEBIT,"-1,099.65","175,589.53",,0,,,
